,Edad,Trabajo,Estado Civil,Fomación,Impago,Prestamo hipotecario,Prestamo Personal,Canal de contacto,Mes,Dia de la semana,num contactos esta campaña,num días último contacto,num contactos otras campañas,resultado campaña anterior,variación tasa empleo,euribor3m,contrata_fondos
23473,41.0,technician,married,professional.course,no,no,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
23474,41.0,blue-collar,divorced,professional.course,no,no,no,telephone,jun,,10,999,0,nonexistent,14,4865,0
23475,48.0,management,married,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4859,0
23476,,admin.,divorced,university.degree,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
23477,44.0,blue-collar,married,basic.6y,no,yes,no,cellular,nov,,3,999,0,nonexistent,-1,4021,0
23478,37.0,technician,married,professional.course,unknown,yes,no,telephone,may,,3,999,0,nonexistent,11,4855,0
23479,36.0,admin.,married,,no,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
23480,32.0,management,single,,no,no,no,cellular,may,,4,999,1,failure,-18,1266,0
23481,34.0,services,married,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
23482,41.0,blue-collar,married,,no,no,no,cellular,oct,,1,999,0,nonexistent,-34,739,0
23483,59.0,unknown,married,unknown,unknown,no,no,telephone,jun,,1,999,0,nonexistent,14,4866,1
23484,52.0,admin.,married,university.degree,no,no,yes,cellular,jul,,1,999,0,nonexistent,14,4962,0
23485,50.0,admin.,married,high.school,no,no,no,telephone,jun,,3,999,0,nonexistent,14,4947,0
23486,54.0,management,married,university.degree,unknown,no,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
23487,41.0,blue-collar,married,professional.course,unknown,no,no,cellular,apr,,1,999,0,nonexistent,-18,1405,0
23488,52.0,admin.,married,,no,no,no,cellular,sep,,2,999,0,nonexistent,-34,762,1
23489,32.0,blue-collar,unknown,basic.9y,no,yes,no,cellular,jun,,1,999,0,nonexistent,-29,1266,1
23490,32.0,student,single,university.degree,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
23491,55.0,unemployed,married,basic.9y,no,no,no,cellular,oct,,1,999,0,nonexistent,-34,728,1
23492,42.0,blue-collar,single,basic.4y,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1327,0
23493,28.0,services,divorced,high.school,no,yes,no,cellular,may,,4,999,1,failure,-18,1244,0
23494,50.0,housemaid,married,basic.4y,no,yes,no,telephone,nov,,2,999,0,nonexistent,-1,4153,1
23495,28.0,services,married,basic.9y,no,yes,no,telephone,oct,,1,999,1,failure,-34,739,1
23496,33.0,admin.,single,university.degree,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,127,1
23497,32.0,admin.,single,university.degree,no,no,no,cellular,nov,,2,999,0,nonexistent,-1,4076,0
23498,38.0,blue-collar,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,11,4858,0
23499,28.0,admin.,single,high.school,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
23500,38.0,blue-collar,single,basic.4y,no,no,no,telephone,may,,6,999,0,nonexistent,11,4857,0
23501,31.0,admin.,single,university.degree,no,yes,no,cellular,may,,2,999,1,failure,-18,1291,0
23502,57.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
23503,48.0,blue-collar,married,,no,no,no,cellular,may,,1,999,1,failure,-18,1281,0
23504,30.0,admin.,single,university.degree,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4856,0
23505,42.0,self-employed,married,basic.4y,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
23506,46.0,admin.,single,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,-29,1072,1
23507,29.0,technician,single,university.degree,no,no,no,cellular,may,,3,999,0,nonexistent,-18,1244,0
23508,34.0,services,married,high.school,no,no,no,cellular,jul,,8,999,0,nonexistent,14,4957,0
23509,34.0,technician,married,professional.course,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1291,0
23510,40.0,unemployed,single,,unknown,yes,no,cellular,may,,4,999,0,nonexistent,-18,1299,0
23511,52.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
23512,,technician,single,professional.course,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4964,0
23513,,services,married,high.school,no,yes,no,cellular,mar,,1,999,0,nonexistent,-18,65,1
23514,24.0,student,single,unknown,no,yes,yes,cellular,aug,,1,3,2,success,-29,849,1
23515,52.0,admin.,married,,no,yes,no,cellular,aug,,11,999,0,nonexistent,14,4964,0
23516,47.0,management,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-29,1029,0
23517,33.0,housemaid,single,high.school,unknown,yes,yes,cellular,apr,,1,999,1,failure,-18,1405,0
23518,43.0,retired,married,basic.4y,unknown,no,no,telephone,may,,3,999,0,nonexistent,11,4857,0
23519,56.0,services,married,high.school,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4965,0
23520,54.0,management,divorced,university.degree,no,yes,yes,cellular,may,,2,999,1,failure,-18,1334,0
23521,56.0,services,married,high.school,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4965,0
23522,38.0,blue-collar,single,high.school,no,no,no,telephone,may,,3,999,0,nonexistent,11,4857,0
23523,39.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,,2,999,1,failure,-18,1299,0
23524,46.0,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,thu,2,999,0,nonexistent,11,486,0
23525,34.0,technician,married,professional.course,unknown,no,no,telephone,jun,,1,999,0,nonexistent,14,4958,0
23526,34.0,technician,married,professional.course,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
23527,41.0,technician,divorced,,no,no,no,cellular,aug,,13,999,0,nonexistent,14,4964,0
23528,32.0,blue-collar,married,,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
23529,41.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,,11,999,0,nonexistent,14,4962,1
23530,42.0,technician,married,professional.course,no,yes,yes,cellular,may,,2,999,0,nonexistent,-18,1266,0
23531,35.0,services,married,basic.6y,no,yes,no,telephone,may,,1,999,0,nonexistent,11,486,0
23532,56.0,management,married,university.degree,no,no,no,telephone,apr,,2,999,2,failure,-18,1479,0
23533,41.0,admin.,married,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
23534,44.0,entrepreneur,married,university.degree,no,no,no,cellular,nov,,2,999,0,nonexistent,-1,4021,0
23535,27.0,admin.,single,,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4962,1
23536,33.0,services,married,high.school,no,no,no,cellular,jul,,8,999,0,nonexistent,14,4961,0
23537,35.0,blue-collar,married,basic.6y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1344,0
23538,33.0,technician,married,high.school,no,yes,no,cellular,may,,5,999,0,nonexistent,-18,1266,0
23539,31.0,technician,single,professional.course,no,yes,no,cellular,nov,,9,999,0,nonexistent,-1,4076,0
23540,42.0,blue-collar,married,professional.course,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
23541,36.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4859,0
23542,,technician,single,university.degree,no,no,no,cellular,may,,2,999,1,failure,-18,1313,0
23543,31.0,technician,married,professional.course,unknown,yes,yes,cellular,aug,,1,999,0,nonexistent,14,4964,0
23544,51.0,admin.,married,university.degree,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
23545,37.0,admin.,married,university.degree,no,no,no,telephone,jun,,3,999,0,nonexistent,14,4967,0
23546,34.0,admin.,divorced,,no,yes,no,cellular,may,,5,999,1,failure,-18,1291,0
23547,52.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,,6,999,0,nonexistent,14,4965,0
23548,39.0,management,married,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4855,0
23549,,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,14,4963,0
23550,38.0,admin.,married,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4965,0
23551,33.0,admin.,married,university.degree,no,yes,no,cellular,sep,,1,999,0,nonexistent,-11,879,0
23552,25.0,services,single,high.school,no,no,no,cellular,may,fri,2,999,0,nonexistent,-18,125,0
23553,49.0,admin.,married,,unknown,yes,no,cellular,apr,,3,999,0,nonexistent,-18,1483,0
23554,37.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1334,0
23555,32.0,technician,single,university.degree,no,yes,no,telephone,jul,,2,999,0,nonexistent,14,4962,0
23556,45.0,management,married,university.degree,no,no,no,cellular,sep,wed,2,3,2,success,-11,886,1
23557,,admin.,single,unknown,no,yes,no,cellular,may,,6,999,0,nonexistent,-18,1244,0
23558,59.0,retired,divorced,basic.4y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
23559,57.0,housemaid,married,basic.4y,unknown,yes,no,cellular,may,,2,999,0,nonexistent,-18,1291,0
23560,26.0,admin.,single,,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1405,1
23561,40.0,services,married,high.school,unknown,no,no,cellular,may,,1,999,1,failure,-18,1327,0
23562,47.0,admin.,divorced,university.degree,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
23563,60.0,unknown,married,basic.6y,unknown,no,no,telephone,jun,,7,999,0,nonexistent,14,4864,0
23564,42.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,,1,999,0,nonexistent,-29,1029,0
23565,28.0,services,single,,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
23566,59.0,retired,divorced,,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4961,0
23567,29.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,,3,999,0,nonexistent,14,4866,0
23568,,housemaid,married,basic.4y,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,496,0
23569,45.0,admin.,married,unknown,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1259,1
23570,30.0,technician,single,professional.course,no,no,yes,cellular,aug,,3,999,0,nonexistent,14,4964,0
23571,36.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4961,0
23572,,services,married,basic.4y,unknown,yes,no,cellular,aug,,4,999,0,nonexistent,14,4964,0
23573,42.0,services,married,high.school,no,no,no,telephone,may,,2,999,0,nonexistent,11,4856,0
23574,29.0,admin.,single,university.degree,no,yes,yes,telephone,jun,wed,4,999,0,nonexistent,14,4959,0
23575,41.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,,2,999,0,nonexistent,14,4864,0
23576,32.0,technician,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,14,4963,0
23577,37.0,services,married,high.school,no,no,no,cellular,may,,5,999,2,failure,-18,1291,0
23578,31.0,blue-collar,married,basic.9y,no,no,no,telephone,jul,,6,999,0,nonexistent,14,4961,0
23579,29.0,admin.,married,university.degree,unknown,no,yes,cellular,jul,,1,999,0,nonexistent,14,4963,0
23580,58.0,blue-collar,married,basic.9y,no,no,no,cellular,may,,2,999,1,failure,-18,1313,0
23581,40.0,technician,single,university.degree,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
23582,31.0,blue-collar,married,basic.9y,no,no,no,telephone,may,,4,999,0,nonexistent,11,4857,0
23583,54.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,,5,999,0,nonexistent,11,4857,0
23584,34.0,management,married,university.degree,no,no,yes,telephone,may,,3,999,0,nonexistent,11,486,0
23585,32.0,housemaid,married,university.degree,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4864,0
23586,,blue-collar,married,university.degree,unknown,yes,yes,telephone,may,,1,999,0,nonexistent,11,4857,0
23587,32.0,technician,married,professional.course,unknown,no,no,cellular,aug,,7,999,0,nonexistent,14,4962,0
23588,37.0,unemployed,married,professional.course,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,486,1
23589,55.0,technician,married,,no,yes,no,telephone,jul,,1,999,0,nonexistent,14,4959,0
23590,40.0,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4959,0
23591,30.0,admin.,married,unknown,no,no,no,cellular,jul,,6,999,0,nonexistent,14,4962,0
23592,29.0,services,single,unknown,no,yes,no,cellular,apr,,2,999,0,nonexistent,-18,659,1
23593,58.0,retired,married,high.school,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4955,1
23594,29.0,admin.,single,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1405,1
23595,40.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,,3,999,0,nonexistent,11,4856,0
23596,35.0,management,married,university.degree,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4962,0
23597,47.0,services,married,high.school,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,14,4967,0
23598,23.0,management,single,university.degree,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4961,0
23599,31.0,admin.,single,high.school,no,no,no,cellular,may,,2,999,1,failure,-18,1281,0
23600,31.0,unemployed,single,basic.4y,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4021,0
23601,40.0,technician,married,professional.course,no,yes,no,cellular,nov,,1,999,1,failure,-1,4076,0
23602,60.0,admin.,married,,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1365,0
23603,31.0,admin.,married,high.school,no,yes,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
23604,36.0,admin.,single,high.school,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
23605,45.0,services,married,professional.course,no,yes,no,cellular,jul,,23,999,0,nonexistent,14,4962,0
23606,43.0,blue-collar,married,,unknown,no,no,telephone,jun,,1,999,0,nonexistent,14,4958,0
23607,48.0,admin.,married,high.school,no,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
23608,50.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4961,0
23609,30.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,,7,999,0,nonexistent,11,4857,0
23610,49.0,blue-collar,married,,unknown,yes,no,cellular,may,,2,999,0,nonexistent,-18,1281,0
23611,31.0,admin.,single,basic.9y,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4866,0
23612,43.0,technician,married,professional.course,no,no,no,cellular,may,,1,999,1,failure,-18,699,1
23613,29.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
23614,57.0,admin.,married,basic.6y,unknown,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
23615,46.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,,2,999,0,nonexistent,11,486,0
23616,35.0,admin.,married,high.school,unknown,no,no,telephone,jun,,3,999,0,nonexistent,14,4967,0
23617,36.0,admin.,single,high.school,no,yes,no,cellular,jun,,1,999,1,failure,-29,1206,0
23618,42.0,admin.,single,university.degree,unknown,no,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
23619,53.0,services,married,,no,yes,no,cellular,may,,6,999,0,nonexistent,-18,1266,0
23620,36.0,management,single,university.degree,no,yes,no,cellular,jul,,5,999,0,nonexistent,14,4957,0
23621,,admin.,married,high.school,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4962,0
23622,26.0,technician,single,professional.course,no,no,no,telephone,jun,,5,999,0,nonexistent,14,4962,0
23623,29.0,admin.,single,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-1,4076,0
23624,29.0,services,married,high.school,no,no,no,telephone,may,,2,999,0,nonexistent,11,4864,0
23625,55.0,management,married,basic.9y,no,yes,no,telephone,jul,,3,999,0,nonexistent,14,4962,0
23626,33.0,admin.,single,university.degree,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,642,0
23627,45.0,management,married,basic.9y,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
23628,45.0,technician,single,professional.course,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4865,0
23629,39.0,admin.,single,high.school,unknown,yes,no,telephone,may,,16,999,0,nonexistent,11,4859,0
23630,34.0,admin.,single,university.degree,unknown,no,no,cellular,aug,,1,999,0,nonexistent,14,4967,0
23631,35.0,admin.,married,university.degree,no,yes,yes,cellular,jul,,20,999,0,nonexistent,14,4961,0
23632,33.0,technician,single,professional.course,no,no,no,cellular,jul,,5,999,0,nonexistent,14,4968,0
23633,32.0,housemaid,single,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,11,486,0
23634,54.0,technician,married,professional.course,no,no,no,cellular,aug,,3,999,0,nonexistent,14,4967,0
23635,54.0,admin.,divorced,university.degree,no,yes,yes,cellular,nov,,2,999,0,nonexistent,-1,4153,0
23636,32.0,services,married,high.school,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4962,0
23637,26.0,technician,married,professional.course,no,yes,no,telephone,jul,,2,999,0,nonexistent,14,4966,0
23638,40.0,blue-collar,married,high.school,unknown,no,no,telephone,may,,5,999,0,nonexistent,11,4857,0
23639,31.0,technician,single,university.degree,no,no,no,cellular,aug,,4,999,0,nonexistent,14,4963,0
23640,52.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4965,0
23641,46.0,self-employed,single,university.degree,unknown,no,no,cellular,apr,,1,999,0,nonexistent,-18,1466,0
23642,,blue-collar,married,basic.6y,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
23643,30.0,admin.,single,university.degree,no,yes,yes,cellular,jul,,2,999,0,nonexistent,14,4962,0
23644,52.0,self-employed,divorced,university.degree,no,yes,no,telephone,may,,3,999,0,nonexistent,-18,125,0
23645,52.0,admin.,married,university.degree,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4153,0
23646,55.0,technician,married,professional.course,no,no,yes,cellular,aug,,1,999,0,nonexistent,14,4963,0
23647,35.0,entrepreneur,married,high.school,no,no,no,cellular,sep,tue,2,999,0,nonexistent,-34,819,0
23648,38.0,unemployed,single,high.school,no,yes,no,cellular,dec,,4,6,1,success,-3,71,1
23649,42.0,housemaid,married,,no,yes,no,telephone,nov,,1,999,0,nonexistent,-1,4191,0
23650,31.0,admin.,married,university.degree,no,no,no,telephone,nov,,6,999,0,nonexistent,-1,4076,0
23651,50.0,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,,2,999,0,nonexistent,-1,4191,0
23652,,technician,married,university.degree,no,no,no,telephone,may,,3,999,0,nonexistent,11,4859,0
23653,30.0,admin.,single,university.degree,no,no,yes,cellular,nov,,3,999,0,nonexistent,-1,4076,0
23654,28.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
23655,32.0,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,,2,999,0,nonexistent,14,496,0
23656,35.0,admin.,married,high.school,no,yes,no,cellular,may,,2,3,1,success,-18,127,0
23657,37.0,technician,single,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
23658,39.0,admin.,married,professional.course,no,yes,no,telephone,may,,7,999,0,nonexistent,11,4857,0
23659,50.0,entrepreneur,married,university.degree,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4961,0
23660,34.0,blue-collar,single,basic.9y,no,yes,no,cellular,apr,,3,999,0,nonexistent,-18,1405,0
23661,25.0,student,single,high.school,no,no,no,telephone,apr,,1,999,0,nonexistent,-18,1415,1
23662,23.0,admin.,single,unknown,no,yes,no,telephone,may,,4,999,0,nonexistent,-18,125,0
23663,28.0,student,single,,no,no,no,telephone,may,,8,999,0,nonexistent,11,486,0
23664,80.0,retired,married,basic.4y,no,no,no,cellular,mar,,3,6,4,success,-18,649,1
23665,35.0,unemployed,single,,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4153,0
23666,32.0,technician,single,university.degree,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,4076,1
23667,55.0,retired,married,high.school,no,yes,no,cellular,oct,,2,7,1,success,-34,722,1
23668,49.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
23669,38.0,management,married,university.degree,no,yes,no,telephone,aug,,4,999,0,nonexistent,14,4968,0
23670,53.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,14,4968,0
23671,49.0,technician,married,professional.course,no,no,no,cellular,apr,,2,999,0,nonexistent,-18,1365,1
23672,30.0,technician,single,professional.course,no,no,no,telephone,may,,2,999,0,nonexistent,11,486,0
23673,37.0,technician,divorced,professional.course,no,no,yes,cellular,jul,,2,999,0,nonexistent,14,496,0
23674,53.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,14,4968,0
23675,48.0,blue-collar,married,basic.9y,no,no,no,telephone,may,,14,999,0,nonexistent,11,4857,0
23676,30.0,blue-collar,single,unknown,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
23677,25.0,admin.,single,high.school,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4963,0
23678,22.0,unemployed,single,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,14,4968,1
23679,41.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
23680,50.0,housemaid,single,unknown,no,no,yes,telephone,jun,,1,999,0,nonexistent,14,4864,0
23681,34.0,technician,divorced,professional.course,no,yes,no,cellular,nov,,2,999,1,failure,-1,4153,0
23682,35.0,admin.,single,university.degree,no,no,no,telephone,jun,,2,999,0,nonexistent,14,496,0
23683,24.0,technician,single,basic.6y,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4958,0
23684,34.0,blue-collar,married,professional.course,no,no,yes,cellular,nov,,1,999,0,nonexistent,-1,4153,0
23685,36.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
23686,31.0,blue-collar,single,basic.6y,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4963,0
23687,30.0,admin.,single,university.degree,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
23688,47.0,services,married,high.school,unknown,no,no,cellular,may,,1,999,0,nonexistent,-18,1334,0
23689,30.0,student,single,high.school,no,yes,no,cellular,oct,,1,17,2,failure,-11,1037,0
23690,32.0,housemaid,married,basic.4y,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4965,0
23691,54.0,blue-collar,married,basic.9y,no,no,no,cellular,may,,2,6,2,success,-18,1266,1
23692,36.0,management,married,university.degree,no,no,yes,cellular,may,,4,999,0,nonexistent,-18,1354,0
23693,34.0,admin.,married,university.degree,no,no,no,telephone,may,,2,999,0,nonexistent,11,4858,0
23694,42.0,admin.,married,,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4963,0
23695,35.0,admin.,married,high.school,no,no,no,cellular,jul,,7,999,0,nonexistent,14,4958,0
23696,37.0,admin.,married,high.school,no,yes,no,telephone,jun,,3,999,0,nonexistent,14,496,0
23697,32.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,5,999,0,nonexistent,14,496,0
23698,38.0,blue-collar,single,,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4864,0
23699,51.0,technician,married,basic.9y,unknown,yes,yes,cellular,jul,mon,2,999,0,nonexistent,14,4962,0
23700,38.0,blue-collar,single,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4856,0
23701,35.0,blue-collar,married,basic.9y,unknown,no,no,cellular,may,,2,999,1,failure,-18,1313,0
23702,39.0,services,divorced,high.school,unknown,yes,no,telephone,jun,,5,999,0,nonexistent,14,4865,0
23703,32.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
23704,30.0,admin.,married,,no,yes,yes,cellular,aug,,1,999,0,nonexistent,14,4964,0
23705,25.0,services,single,high.school,no,no,no,cellular,oct,mon,1,999,1,failure,-11,977,0
23706,44.0,admin.,married,high.school,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1299,0
23707,37.0,entrepreneur,married,high.school,unknown,no,no,cellular,nov,,1,999,1,failure,-1,4076,0
23708,,unknown,divorced,basic.4y,no,no,no,cellular,jul,,12,999,0,nonexistent,14,4961,0
23709,45.0,admin.,married,,no,yes,yes,cellular,may,,1,999,0,nonexistent,-18,1291,1
23710,60.0,retired,married,high.school,unknown,no,no,telephone,jul,,7,999,0,nonexistent,14,4962,0
23711,58.0,retired,married,professional.course,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1334,0
23712,55.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,,6,999,0,nonexistent,14,4959,0
23713,32.0,unemployed,single,high.school,unknown,no,no,telephone,jun,,11,999,0,nonexistent,14,4961,0
23714,45.0,admin.,married,university.degree,unknown,no,no,cellular,aug,,1,999,0,nonexistent,14,4968,0
23715,36.0,entrepreneur,single,university.degree,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4961,0
23716,32.0,technician,single,,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4967,1
23717,29.0,admin.,single,high.school,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1365,1
23718,44.0,admin.,divorced,university.degree,no,no,no,telephone,apr,,3,999,0,nonexistent,-18,1483,0
23719,34.0,services,married,professional.course,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4966,0
23720,31.0,technician,married,,no,no,yes,cellular,aug,,1,999,0,nonexistent,14,4964,0
23721,,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,,15,999,0,nonexistent,14,4964,0
23722,,admin.,married,,no,yes,yes,telephone,jul,,2,999,0,nonexistent,14,4962,0
23723,54.0,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,,2,999,0,nonexistent,14,4963,0
23724,47.0,entrepreneur,married,university.degree,no,no,no,cellular,apr,,3,999,0,nonexistent,-18,141,0
23725,35.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,,3,999,0,nonexistent,14,496,0
23726,22.0,blue-collar,single,,unknown,unknown,unknown,telephone,may,tue,1,999,0,nonexistent,11,4856,0
23727,,technician,married,basic.6y,no,yes,no,telephone,jun,,3,999,0,nonexistent,14,4962,0
23728,52.0,unemployed,married,unknown,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4959,0
23729,48.0,services,single,high.school,unknown,yes,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
23730,32.0,admin.,single,university.degree,no,no,no,cellular,may,,2,999,0,nonexistent,-18,127,0
23731,45.0,technician,married,university.degree,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4959,0
23732,49.0,services,married,high.school,no,yes,no,cellular,may,,1,999,1,failure,-18,1299,0
23733,35.0,admin.,married,university.degree,no,yes,yes,cellular,aug,,7,999,0,nonexistent,14,4962,0
23734,45.0,admin.,married,basic.6y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,486,0
23735,48.0,admin.,married,high.school,unknown,no,no,telephone,may,,3,999,0,nonexistent,11,4855,0
23736,32.0,services,single,high.school,no,no,no,telephone,may,,2,999,0,nonexistent,11,4864,0
23737,32.0,management,single,university.degree,no,yes,no,cellular,mar,,1,999,0,nonexistent,-18,1687,0
23738,35.0,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,,6,999,0,nonexistent,14,4955,0
23739,31.0,services,single,,no,unknown,unknown,cellular,may,,1,999,3,failure,-18,695,0
23740,59.0,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,14,4967,0
23741,32.0,services,single,high.school,no,yes,yes,cellular,aug,,1,4,2,success,-29,884,1
23742,42.0,admin.,married,high.school,no,no,no,telephone,may,,2,999,0,nonexistent,11,4856,1
